,A,B,C,D,E,F,G,H,I,J
1647,278.78,684.87,130.7,199.71,48.74,64.5,112.18,155.93,59.92,38.73
1648,280.64,678.87,132.96,202.66,47.52,63.96,111.37,151.62,59.89,38.52
1649,278.75,682.55,134.83,204.42,47.19,62.73,110.53,153.71,60.48,37.49
1650,278.01,678.96,132.05,206.94,45.5,63.25,111.47,147.02,60.68,35.81
1651,278.25,674.62,133.56,206.82,45.66,63.23,111.17,153.53,60.52,36.18
1652,274.48,677.43,134.05,203.58,44.05,64.08,111.7,150.59,61.17,36.19
1653,273.64,682.3,132.54,202.39,44.0,64.79,112.07,153.12,60.96,34.99
1654,278.59,688.12,132.94,204.78,44.22,66.19,113.74,158.06,60.74,35.09
1655,275.19,689.33,131.68,202.35,43.08,65.67,111.78,164.49,61.24,32.75
1656,274.24,692.34,132.5,202.48,43.87,66.03,112.09,164.21,62.64,32.9
1657,276.56,696.72,131.95,203.58,44.31,67.66,113.48,160.69,62.51,33.52
1658,276.32,688.52,128.27,201.57,41.67,67.72,113.75,159.86,62.52,32.08
1659,275.17,697.29,128.62,199.65,42.19,64.55,110.85,150.81,60.91,32.24
1660,279.45,701.0,128.25,202.33,40.13,66.01,111.72,155.81,61.61,31.84
1661,282.65,703.53,127.81,205.4,40.77,66.96,112.65,155.69,60.99,31.98
1662,282.76,683.37,126.95,202.77,41.22,68.41,113.07,152.93,61.34,31.08
1663,272.67,696.38,129.2,198.74,41.89,66.99,110.42,157.43,61.6,31.4
1664,278.29,707.43,127.86,200.82,43.15,69.02,112.17,158.83,61.69,32.34
1665,275.04,705.31,131.8,199.33,43.72,68.06,108.65,162.96,61.33,32.8
1666,274.97,703.19,132.27,198.5,46.25,68.68,110.05,164.52,61.36,34.73
1667,271.8,717.45,133.38,198.56,46.23,69.26,111.66,157.67,62.58,34.51
1668,271.82,718.45,131.35,199.28,46.15,68.28,110.06,154.64,61.8,35.51
1669,275.23,736.24,133.64,203.44,46.31,69.73,111.58,159.59,62.51,35.14
1670,280.61,734.97,137.44,208.0,46.12,69.46,111.93,163.06,62.81,35.41
1671,288.74,735.59,136.26,212.6,45.44,71.36,116.01,163.44,63.15,35.76
1672,289.94,721.87,133.3,218.37,46.66,73.13,117.72,167.31,63.87,35.52
1673,289.71,736.03,134.16,215.47,45.59,72.71,117.7,163.41,63.84,34.54
1674,298.43,756.87,133.93,217.19,45.9,76.28,121.25,169.77,63.83,34.69
1675,299.24,763.12,130.83,214.61,44.27,76.41,119.8,176.46,64.41,32.86
1676,295.1,755.43,133.38,215.5,44.63,75.18,119.86,164.27,63.71,33.47
1677,295.83,764.2,135.31,213.68,45.45,74.08,118.52,164.12,61.91,34.23
1678,300.98,773.33,136.38,213.64,44.35,75.97,119.24,162.46,61.6,32.84
1679,299.61,767.51,138.42,212.58,45.52,75.13,118.44,165.3,61.32,33.57
1680,299.8,771.37,138.66,211.15,45.06,73.9,120.19,168.44,62.61,32.65
1681,289.64,762.83,136.87,206.48,45.89,69.82,117.18,171.02,62.77,33.49
1682,300.88,769.84,136.25,216.0,46.11,74.81,121.78,176.75,63.73,33.39
1683,299.27,771.3,134.24,216.87,46.61,75.99,121.61,174.0,64.75,33.59
1684,297.34,768.27,132.32,215.93,46.18,76.05,121.97,180.3,63.67,33.25
1685,296.6,778.77,129.15,215.8,45.95,76.25,119.56,179.5,62.71,32.78
1686,296.47,770.88,128.9,215.4,46.13,77.22,120.35,179.77,61.27,33.45
1687,302.53,802.24,128.65,218.55,47.14,79.54,123.39,182.7,61.54,34.03
1688,291.8,779.81,128.84,206.93,46.79,74.82,117.12,177.43,60.77,33.43
1689,288.62,781.95,131.0,207.47,46.78,74.53,114.61,182.64,60.45,33.68
1690,284.81,775.02,128.26,205.56,45.39,73.74,114.2,178.57,59.81,33.15
1691,274.16,761.9,127.61,198.3,45.28,70.14,107.88,182.86,59.36,34.37
1692,265.12,746.0,126.0,193.96,44.8,67.17,105.17,180.34,59.62,34.53
1693,262.7,757.61,125.2,192.56,43.75,65.75,106.34,176.16,61.49,34.38
1694,261.38,752.48,127.12,192.75,44.14,67.11,106.5,168.35,61.44,33.84
1695,257.11,752.29,125.38,190.83,44.0,68.16,107.84,167.9,62.34,33.88
1696,260.4,750.65,126.24,191.02,45.39,68.1,106.92,159.62,62.4,35.92
1697,256.63,770.13,129.44,191.95,45.6,67.58,106.13,159.43,63.86,35.85
1698,249.42,776.4,128.95,184.65,46.05,64.01,102.79,162.55,64.9,36.65
1699,250.19,770.68,125.73,187.79,43.75,65.15,103.64,157.78,66.52,34.02
1700,249.02,768.38,124.56,190.96,44.28,65.6,103.49,162.51,67.12,34.82
1701,247.9,761.13,125.28,191.36,43.81,66.21,102.79,167.07,67.95,33.88
1702,247.63,758.19,124.93,188.97,44.33,66.6,102.5,171.41,68.93,34.2
1703,244.19,768.04,125.56,188.29,44.43,65.57,102.31,176.14,67.43,34.29
1704,249.52,771.53,124.75,189.41,44.2,67.44,104.36,168.36,67.88,34.98
1705,253.13,778.7,127.57,190.51,46.28,67.89,103.72,168.81,68.66,35.89
1706,257.71,789.52,127.03,198.15,45.94,71.07,105.98,174.84,70.22,36.23
1707,249.1,770.03,123.33,192.35,44.33,67.96,104.58,177.04,69.95,34.23
1708,250.32,765.09,123.55,192.67,44.82,67.84,105.34,178.55,70.73,34.18
1709,230.88,750.54,127.27,177.79,45.34,61.15,97.0,181.57,68.43,34.58
1710,226.17,746.93,128.41,173.43,45.25,59.53,94.32,177.6,66.5,34.52
1711,222.42,751.25,128.33,171.31,44.94,59.81,94.18,178.57,65.63,34.89
1712,225.8,745.66,128.3,173.35,44.36,60.58,94.78,181.36,65.78,35.58
1713,227.24,743.0,127.43,176.16,43.53,61.12,95.59,177.39,65.77,35.14
1714,233.65,743.13,123.96,180.17,42.27,61.47,97.03,184.18,65.98,34.13
1715,226.69,733.24,126.72,174.06,43.02,58.21,90.91,181.65,64.81,34.97
1716,221.72,738.71,127.02,166.95,42.12,55.67,87.1,180.32,65.16,34.45
1717,219.42,734.55,124.83,159.98,42.51,53.74,84.21,183.82,64.73,34.74
1718,221.36,729.26,124.53,162.7,42.7,55.86,84.44,188.62,64.09,34.81
1719,224.09,730.38,127.94,160.99,43.35,55.17,83.45,194.96,65.06,35.92
1720,219.36,726.58,130.29,158.01,43.53,54.66,82.02,192.74,64.45,36.69
1721,221.88,737.81,131.31,160.23,44.41,54.98,81.49,199.54,65.24,37.8
1722,223.07,757.7,131.91,160.95,44.05,55.45,81.5,202.82,65.88,37.36
1723,222.47,753.63,128.55,157.98,44.29,54.91,80.7,195.45,65.42,37.02
1724,223.99,752.69,130.27,157.68,44.85,54.67,80.12,202.06,68.11,36.7
1725,230.99,781.84,130.51,161.78,45.06,56.55,82.68,202.37,68.53,37.03
1726,232.11,789.81,130.44,162.26,42.32,56.89,83.38,201.13,68.76,34.13
1727,235.96,788.65,126.63,165.83,42.27,58.43,84.48,205.53,69.74,34.88
1728,241.64,791.9,126.19,167.36,41.99,59.48,85.05,212.53,70.23,35.0
1729,249.08,788.59,127.23,170.18,42.21,61.85,87.55,215.12,70.51,35.66
1730,250.76,788.16,127.42,171.85,42.83,64.16,88.89,218.5,70.99,36.08
1731,250.48,789.9,127.36,172.66,42.96,64.43,89.22,221.06,69.81,35.7
1732,247.66,802.09,128.05,172.79,43.86,64.26,90.18,218.12,69.1,35.85
1733,247.68,790.97,126.31,170.98,42.94,64.47,91.16,223.96,68.7,34.98
1734,245.15,781.61,125.22,171.39,42.37,63.26,89.57,223.21,67.94,34.21
1735,250.22,774.99,125.5,176.5,42.9,66.87,92.15,229.61,69.03,34.54
1736,251.17,771.79,125.17,177.44,42.77,67.42,93.28,234.26,71.27,34.74
1737,245.73,758.34,124.49,169.64,41.98,63.77,89.83,220.29,70.53,34.13
1738,246.32,758.36,123.17,165.95,41.82,61.79,87.62,221.14,70.95,32.96
1739,246.48,759.26,123.13,163.38,42.32,61.15,86.6,215.29,70.2,34.15
1740,250.55,756.99,123.15,165.95,43.32,62.71,88.54,216.44,70.16,34.93
1741,243.36,753.74,124.99,160.62,43.51,61.02,84.9,217.81,71.37,34.87
1742,242.69,755.68,126.03,159.92,44.07,59.53,84.26,220.65,71.01,35.09
1743,244.52,750.88,123.51,162.45,43.68,60.21,85.13,230.46,71.09,34.51
1744,240.9,748.31,124.5,162.92,43.68,59.55,84.51,227.28,70.07,34.28
1745,235.92,753.36,122.27,160.12,42.71,57.7,82.17,229.2,70.66,33.63
1746,234.69,756.93,122.92,160.94,44.06,58.2,83.18,226.02,70.79,33.49
1747,234.64,778.07,124.15,162.28,44.56,58.52,83.72,222.79,70.09,33.95
1748,236.12,783.57,124.06,163.14,44.07,58.6,82.87,223.12,70.27,33.0
1749,236.03,773.68,124.27,162.67,43.92,58.63,84.27,204.94,71.21,33.04
1750,229.55,749.07,124.72,158.54,44.54,56.04,80.39,211.15,70.98,32.52
1751,215.83,737.53,125.63,149.84,43.86,51.52,74.79,208.41,70.45,32.54
1752,216.69,740.77,126.1,146.78,43.76,51.13,73.11,207.43,71.76,32.51
1753,216.82,751.74,124.66,148.82,44.41,52.53,73.57,211.12,70.57,32.75
1754,215.57,752.19,126.73,148.71,44.59,51.99,73.28,205.84,69.58,32.37
1755,211.72,748.99,129.04,146.68,45.93,52.39,72.59,207.03,71.1,32.35
1756,212.91,741.84,126.56,146.86,45.72,53.59,72.98,205.36,70.84,31.4
1757,214.34,742.98,125.4,145.47,43.89,53.29,72.87,199.98,71.21,31.48
1758,217.35,736.8,123.24,144.18,43.43,53.53,73.3,203.05,70.36,30.89
1759,218.27,744.67,121.52,143.89,43.34,54.1,73.55,204.56,71.82,30.9
1760,216.88,748.6,122.07,143.23,43.87,52.83,71.68,204.02,71.42,32.0
1761,210.26,735.39,123.59,138.31,44.53,50.15,68.49,209.03,70.58,32.35
1762,204.96,747.61,125.33,137.12,46.11,50.45,68.57,216.12,71.55,32.99
1763,208.4,739.99,127.63,139.38,46.8,51.77,69.17,204.84,72.34,32.77
1764,215.31,744.37,127.53,144.62,46.34,53.73,71.78,202.18,72.12,32.25
1765,213.08,760.83,129.0,143.51,46.17,52.68,71.64,209.81,73.88,33.04
1766,213.71,740.54,126.56,144.85,46.67,55.22,72.49,211.85,72.61,33.42
1767,209.02,749.26,126.38,141.29,46.62,53.39,70.32,206.86,70.84,33.17
1768,208.44,752.84,125.45,143.78,46.22,53.05,69.87,204.73,70.94,31.93
1769,207.9,733.85,125.63,143.52,47.86,52.86,71.07,206.76,70.11,32.64
1770,205.32,735.51,124.74,143.54,46.16,53.36,71.14,209.97,69.98,32.3
1771,203.05,730.75,124.43,144.07,47.24,53.67,71.01,210.18,69.57,34.01
1772,200.44,744.56,126.05,144.61,48.04,52.5,70.96,213.58,70.41,33.84
1773,203.76,750.12,123.65,146.97,48.41,52.51,70.92,219.41,71.33,33.88
1774,213.86,761.35,125.45,153.2,47.98,55.57,73.64,215.71,71.83,34.48
1775,210.91,766.95,123.71,154.35,47.67,54.88,73.34,212.76,72.36,34.92
1776,200.07,749.04,123.7,144.75,47.84,52.21,68.6,216.92,70.85,36.16
1777,202.46,728.7,125.89,146.06,49.44,51.48,68.92,212.57,69.56,37.0
1778,205.21,732.56,123.46,149.66,46.96,52.6,69.95,211.72,69.59,36.13
1779,215.6,734.7,122.96,156.0,46.62,55.31,73.4,218.58,70.97,36.19
1780,214.73,740.43,121.09,158.1,45.85,54.23,73.22,219.37,70.78,35.26
1781,217.7,749.16,121.9,161.61,45.55,54.9,75.85,225.28,71.01,35.13
1782,215.11,744.58,121.41,163.35,46.35,55.3,76.3,232.77,70.68,35.4
1783,218.28,736.81,122.56,163.37,46.86,55.77,75.85,231.07,68.81,36.56
1784,215.68,730.11,122.84,161.17,47.05,53.89,74.14,236.33,68.84,35.34
1785,215.87,726.6,123.12,159.68,46.7,54.79,73.95,222.68,68.74,34.85
1786,219.45,728.55,124.21,160.46,46.33,54.81,74.04,220.87,66.58,35.72
1787,220.51,749.99,123.07,161.3,43.48,54.93,73.42,228.78,66.77,32.55
1788,219.51,750.01,119.53,163.9,42.43,55.9,74.29,224.04,67.58,31.71
1789,225.32,767.23,122.03,170.2,43.16,57.86,75.44,225.68,68.11,32.33
1790,228.27,771.88,122.59,174.19,43.87,61.06,77.17,233.71,67.93,33.24
1791,226.82,789.98,124.63,172.99,45.06,60.57,77.13,236.48,69.13,33.04
1792,229.52,807.4,125.95,177.27,45.36,60.96,78.12,237.08,69.18,32.93
1793,230.25,816.94,128.42,177.39,44.35,60.77,78.38,244.47,68.71,32.94
1794,232.73,833.13,129.28,179.16,43.32,60.15,77.97,243.73,68.11,32.76
1795,238.64,841.64,129.35,185.1,43.8,62.68,80.48,251.98,68.62,34.09
1796,241.15,831.39,129.52,187.13,44.1,64.09,82.04,240.65,67.32,34.6
1797,241.6,824.85,129.9,185.15,44.23,63.71,80.62,229.5,67.61,34.53
1798,241.47,820.46,129.23,184.84,43.3,64.18,81.44,232.64,68.38,33.05
1799,235.68,812.53,129.15,182.4,44.42,63.38,79.51,232.48,67.29,34.46
1800,240.45,788.95,130.06,182.98,43.84,64.38,80.47,231.69,68.47,34.96
1801,240.39,796.16,130.68,185.8,44.16,64.66,81.52,224.41,69.11,35.78
1802,238.69,786.26,130.56,185.08,43.17,65.17,82.35,219.34,66.17,35.39
1803,235.33,768.57,130.07,184.78,43.42,65.77,82.99,228.18,64.55,35.46
1804,234.39,766.42,130.62,186.63,42.65,66.07,83.65,235.76,65.43,35.3
1805,235.5,762.85,129.02,184.85,42.24,66.45,82.74,239.14,65.29,35.96
1806,231.81,768.92,131.53,183.78,42.18,66.86,82.32,245.94,65.86,35.92
1807,236.24,767.84,134.21,184.73,42.92,67.55,82.74,252.12,65.58,37.03
1808,237.09,781.14,131.78,184.1,42.33,67.12,83.5,249.54,66.41,36.09
1809,238.12,791.61,130.85,189.26,43.04,68.89,85.89,239.95,66.15,35.72
1810,234.05,787.03,127.98,188.2,43.05,67.19,84.61,248.45,65.33,36.14
1811,231.72,789.86,128.15,187.65,42.59,66.7,84.94,235.41,65.49,35.49
1812,235.83,805.67,128.98,187.14,41.78,66.89,83.77,236.45,66.17,35.28
1813,238.43,812.39,125.63,190.11,40.93,66.06,84.07,244.24,67.4,34.53
1814,237.83,813.12,124.33,188.75,39.77,64.55,83.44,228.53,67.95,32.99
1815,237.64,827.01,123.45,189.18,39.64,65.66,83.48,217.26,69.32,33.81
1816,240.55,841.78,122.98,191.02,39.08,65.56,83.8,225.06,69.33,33.25
1817,241.63,836.51,122.35,195.21,39.2,67.93,85.28,220.79,70.48,34.6
1818,244.82,826.31,124.25,192.75,39.76,67.82,85.23,214.93,71.57,35.74
1819,244.87,824.32,128.71,191.59,40.16,67.54,84.18,214.48,71.62,36.58
1820,244.04,839.55,131.05,188.94,40.61,67.28,82.6,214.97,72.6,36.88
1821,244.7,837.71,132.09,192.05,40.39,68.97,83.68,220.15,72.56,36.97
1822,248.86,842.02,132.11,191.53,41.06,68.38,84.31,208.79,70.72,37.43
1823,241.94,825.25,131.47,183.91,40.92,64.57,81.5,202.87,70.37,37.39
1824,245.06,814.74,130.26,187.73,42.43,65.54,82.34,196.67,68.47,38.47
1825,243.46,821.58,132.35,186.34,41.99,64.73,81.5,201.58,68.32,38.72
1826,251.87,820.63,132.87,190.19,42.02,65.3,83.31,189.07,68.19,39.96
1827,252.25,821.71,132.66,193.97,42.88,66.67,84.39,194.73,67.5,40.29
1828,262.13,857.75,132.52,201.62,41.98,69.79,88.34,186.54,67.75,40.41
1829,256.21,863.43,133.29,198.33,41.98,67.88,88.0,189.91,70.18,39.77
1830,252.58,858.76,135.82,196.94,43.11,67.52,86.71,194.31,69.62,40.98
1831,253.24,853.41,134.39,196.63,42.51,68.3,87.2,193.07,69.03,40.87
1832,253.81,848.62,134.65,196.44,42.0,68.02,86.12,195.31,69.15,39.75
1833,255.22,837.21,133.06,195.85,40.93,67.2,86.34,195.38,70.02,38.74
1834,251.09,816.4,132.82,195.47,41.5,67.82,86.68,202.56,68.4,38.95
1835,248.89,829.45,132.99,195.95,41.34,68.51,87.0,207.3,68.81,38.85
1836,251.79,836.51,132.9,193.24,40.8,68.75,87.65,212.05,69.15,39.2
1837,252.62,826.17,135.27,189.94,41.56,68.7,88.11,213.61,69.9,40.44
1838,252.0,810.71,137.49,191.87,41.55,71.3,89.34,218.16,70.15,41.83
1839,251.82,793.38,138.06,191.89,41.51,70.85,89.48,220.92,70.51,42.01
1840,251.85,790.98,135.29,192.98,40.07,70.65,89.84,221.75,71.5,39.9
1841,251.5,789.21,137.16,187.54,41.34,70.18,88.58,226.62,72.21,41.25
1842,245.76,785.08,138.01,183.85,41.78,67.86,86.44,234.66,72.53,43.51
1843,251.35,794.05,138.85,185.12,41.96,69.52,87.76,227.35,73.29,43.93
1844,259.93,833.82,141.48,189.3,43.61,70.27,90.12,228.6,74.36,45.72
1845,266.6,841.71,142.48,198.66,44.83,73.75,93.52,223.48,75.08,47.94
1846,268.75,845.76,141.48,199.97,45.73,74.95,93.04,213.46,74.14,48.87
1847,267.45,834.99,141.03,197.65,44.76,72.34,90.69,207.11,74.48,47.83
1848,258.15,837.65,139.93,195.32,45.24,70.16,88.42,189.16,74.91,46.43
1849,269.29,827.74,140.7,204.95,45.23,74.43,91.96,189.96,74.71,46.75
1850,261.46,809.13,139.32,203.07,45.52,74.05,90.11,188.35,72.24,47.18
1851,273.5,836.85,139.39,211.36,46.12,75.28,93.5,191.49,72.34,46.63
1852,272.96,827.77,139.39,209.79,47.41,76.35,94.08,192.04,72.77,47.39
1853,276.28,826.34,139.72,209.73,47.68,78.9,94.72,184.83,73.48,47.29
1854,269.18,830.3,138.54,207.89,46.92,76.69,93.65,189.23,72.47,45.75
1855,272.53,835.01,137.23,205.7,48.12,76.73,92.83,193.23,70.73,47.29
1856,279.87,841.81,139.12,212.5,48.76,81.43,97.37,199.61,71.04,48.47
1857,271.34,847.66,139.58,206.9,50.1,77.96,93.88,206.25,70.54,49.6
1858,270.9,835.61,137.3,208.17,50.39,78.88,93.88,207.93,69.91,49.26
1859,266.65,838.14,135.41,207.52,49.79,79.82,92.72,212.69,69.63,48.75
1860,273.86,824.72,137.69,213.11,49.59,81.91,93.17,214.79,69.79,49.22
1861,270.82,822.72,137.72,211.17,48.9,82.19,93.62,205.69,68.4,47.89
1862,270.38,820.75,137.39,207.34,48.03,80.25,92.42,210.89,71.0,47.72
1863,271.77,834.98,137.96,205.34,47.96,78.37,92.41,213.59,73.58,46.58
1864,276.04,842.73,136.66,210.05,47.19,79.63,94.18,203.09,76.11,46.94
1865,279.18,836.36,138.15,208.86,46.52,79.22,93.99,208.75,75.8,47.37
1866,287.88,864.29,141.01,216.71,46.75,81.34,96.51,215.02,76.29,48.49
1867,289.97,855.7,140.6,217.16,47.14,82.86,97.61,214.68,76.12,48.21
1868,291.81,858.64,140.89,212.95,47.25,81.7,97.07,210.68,77.26,48.02
1869,299.41,856.93,141.42,214.47,47.55,82.88,96.66,217.75,77.61,48.42
1870,296.35,842.89,140.8,213.33,47.52,82.67,97.13,225.07,77.92,47.24
1871,297.08,841.23,140.68,218.73,47.32,84.63,99.18,233.07,79.56,47.15
1872,288.82,830.17,140.54,217.67,46.4,83.97,96.85,242.48,80.37,46.2
1873,292.45,832.99,139.36,219.02,46.36,86.29,98.19,234.8,81.22,44.65
1874,301.31,838.16,140.03,227.53,45.27,89.72,101.15,223.12,81.97,43.69
1875,298.27,813.43,141.44,227.83,47.17,88.45,100.41,230.6,79.83,44.97
1876,296.89,822.38,144.27,225.38,48.04,86.13,99.78,229.6,81.27,46.27
1877,296.17,819.32,143.79,229.98,47.1,86.91,101.07,231.62,80.92,46.82
1878,298.76,816.74,145.82,229.5,48.05,87.87,101.1,233.12,81.46,47.98
1879,298.76,813.4,147.24,228.3,48.76,88.49,100.85,239.32,82.5,49.31
1880,298.67,802.94,150.87,227.32,52.02,90.98,101.06,240.3,82.05,52.21
1881,294.16,799.05,149.51,225.75,51.26,90.36,98.96,216.29,81.71,50.78
1882,296.13,801.67,151.11,228.27,51.99,90.54,99.64,214.64,80.89,50.63
1883,295.11,802.93,149.46,232.47,51.67,88.65,99.08,213.48,80.76,49.54
1884,301.23,825.63,148.31,238.94,51.03,90.73,101.21,214.63,81.0,49.72
1885,312.8,833.37,146.96,244.51,50.76,92.28,104.83,221.81,81.62,50.67
1886,324.88,840.3,147.33,252.45,50.41,97.27,107.56,219.92,81.37,50.47
1887,330.97,835.96,148.48,255.61,50.1,101.32,109.91,228.85,81.29,49.4
1888,344.08,842.78,147.18,261.0,50.78,105.86,113.09,234.22,82.39,49.39
1889,341.56,849.11,146.32,257.86,50.78,105.39,111.72,237.63,81.88,49.35
1890,345.77,848.89,145.82,260.17,51.05,107.41,112.86,244.85,82.92,49.33
1891,348.39,857.11,146.0,266.74,52.46,109.86,115.32,238.73,83.72,50.24
1892,369.91,885.4,146.92,276.95,53.11,116.69,121.26,241.44,85.97,49.44
1893,366.6,879.53,150.98,269.6,54.26,113.63,119.93,233.78,86.03,50.25
1894,365.64,912.76,154.41,269.57,54.9,112.99,118.39,239.18,87.32,49.85
1895,363.19,918.77,154.47,276.15,54.89,112.93,118.06,227.6,87.93,47.78
1896,359.9,918.3,159.71,278.63,55.52,113.03,118.91,223.72,86.21,48.78
1897,351.64,930.0,159.67,271.85,54.64,110.05,115.3,228.76,84.09,48.17
1898,355.59,938.09,161.63,271.39,54.28,113.24,115.85,230.5,85.64,47.8
1899,371.26,938.24,158.16,279.7,54.83,116.97,121.45,236.27,86.78,47.05
1900,375.52,946.6,158.07,288.83,54.58,119.14,124.37,234.43,86.95,47.02
1901,373.31,945.99,156.13,290.55,53.44,116.65,123.82,240.45,86.54,46.12
1902,367.61,938.19,152.93,291.71,54.1,114.59,122.1,240.48,88.28,46.91
1903,368.69,947.12,155.01,293.38,53.17,114.63,122.25,232.53,86.49,47.32
1904,377.54,948.32,154.76,299.02,53.0,114.75,124.59,240.64,87.3,47.35
1905,379.8,944.8,154.71,295.85,54.15,114.94,124.15,237.21,86.89,47.74
1906,385.87,946.61,160.38,295.58,54.84,113.9,123.54,239.37,87.32,48.55
1907,404.39,962.02,158.63,305.39,54.95,117.79,128.31,237.4,89.25,48.91
1908,412.71,973.24,161.96,312.58,53.25,120.61,132.33,237.08,88.81,47.13
1909,419.88,986.06,160.53,314.59,53.71,120.11,132.12,244.7,91.34,49.47
1910,426.32,992.54,163.17,316.9,54.91,120.27,133.47,243.05,91.86,51.2
1911,426.68,987.31,165.56,323.47,55.3,121.28,134.58,230.28,92.17,51.22
1912,424.24,981.93,165.7,320.25,54.37,121.34,135.77,237.66,92.38,51.3
1913,425.96,981.14,165.09,316.99,54.92,121.68,136.72,238.92,91.9,52.13
1914,429.4,980.5,167.2,320.46,54.72,121.66,135.47,238.25,90.48,53.21
1915,418.65,978.64,166.19,309.59,52.76,114.63,130.78,229.76,90.84,50.25
1916,417.93,1002.33,173.74,307.46,53.31,113.8,130.8,232.45,90.03,51.06
1917,425.85,998.41,172.8,308.26,52.94,113.42,130.16,237.41,88.55,51.91
1918,419.53,991.95,173.83,303.23,54.17,110.68,127.23,236.75,85.58,52.84
1919,414.62,1007.25,172.89,303.06,53.63,109.46,126.64,236.07,83.9,53.28
1920,413.67,986.59,172.21,301.2,52.53,109.61,127.79,233.48,83.31,51.63
1921,420.19,1006.44,174.83,305.6,53.09,112.19,130.2,218.72,85.12,53.8
1922,426.48,1018.37,175.14,313.28,53.44,114.28,131.09,221.75,85.03,53.89
1923,423.97,1030.82,176.49,319.34,54.28,114.98,130.5,216.27,83.98,53.27
1924,422.54,1054.43,178.85,314.06,54.12,112.87,129.26,203.19,83.02,52.81
1925,418.04,1048.52,179.94,310.73,53.91,111.54,128.59,210.01,82.77,52.58
1926,422.14,1022.02,174.26,311.01,51.55,111.91,127.76,217.33,82.41,50.31
1927,431.79,1023.71,175.81,311.55,51.93,113.94,129.48,204.25,81.34,51.16
1928,433.34,1042.82,173.48,302.59,50.34,112.87,127.69,209.08,81.55,48.86
1929,436.56,1054.66,173.2,301.73,50.58,112.37,127.06,213.59,80.07,49.38
1930,431.76,1057.08,170.97,301.76,47.89,112.06,126.96,210.23,80.52,46.85
1931,436.36,1045.41,169.41,310.0,48.49,117.66,127.72,213.01,81.22,47.49
1932,433.41,1056.37,168.63,310.15,48.07,111.88,124.19,218.45,80.08,45.8
1933,438.09,1065.06,172.1,319.57,48.93,113.89,126.95,217.92,80.74,47.85
1934,435.18,1081.5,173.23,318.82,47.61,114.98,127.32,221.94,80.39,47.44
1935,414.28,1078.73,172.7,306.42,47.87,108.58,121.25,224.89,80.24,48.2
1936,418.02,1090.25,171.09,313.09,46.16,110.68,122.61,219.74,80.49,46.41
1937,416.62,1079.83,170.75,311.17,46.67,109.42,122.38,225.63,80.45,45.87
1938,428.97,1085.22,170.36,323.55,46.09,113.33,126.57,229.52,82.55,46.9
1939,422.32,1078.04,170.19,321.86,46.25,111.18,126.97,229.95,80.93,47.05
1940,427.05,1085.51,169.95,330.97,46.35,110.5,128.02,236.05,81.81,47.64
1941,424.37,1082.73,171.31,326.39,46.0,108.17,125.23,242.41,82.65,46.84
1942,420.16,1086.02,168.98,322.57,46.16,106.22,123.52,250.01,80.97,46.75
1943,428.2,1088.24,168.88,328.89,46.56,110.82,126.98,258.38,81.81,47.17
1944,432.86,1106.18,169.01,330.57,45.28,112.6,128.98,263.01,81.51,46.15
1945,439.85,1085.19,168.19,333.2,45.07,114.12,128.72,269.79,80.16,46.06
1946,440.31,1077.75,165.77,341.39,44.95,119.86,129.62,255.08,81.09,44.47
1947,432.08,1047.15,168.79,330.11,44.81,114.47,125.23,257.34,80.92,45.61
1948,438.23,1067.86,169.55,336.49,45.4,113.47,125.07,257.98,80.43,45.68
1949,448.47,1075.12,170.29,337.36,45.49,116.23,126.64,266.65,81.3,46.33
1950,441.89,1078.46,169.04,334.01,45.86,115.91,124.84,259.52,81.29,47.49
1951,444.47,1064.61,170.24,338.71,45.18,117.52,125.45,262.71,80.91,46.91
1952,436.75,1060.13,176.29,329.32,45.89,112.42,122.11,262.09,81.01,46.96
1953,432.86,1078.76,178.72,330.09,47.03,112.6,122.91,246.97,81.99,47.02
1954,419.4,1067.13,175.27,319.87,48.56,108.4,119.96,249.46,81.68,48.63
1955,413.08,1060.9,169.88,325.44,47.26,109.04,120.27,234.1,81.53,48.31
1956,420.84,1053.66,173.87,322.86,48.16,110.33,120.7,230.69,81.07,49.42
1957,419.44,1065.57,177.12,320.28,47.56,112.22,122.57,237.78,80.11,48.46
1958,417.5,1056.11,177.82,319.14,47.49,113.37,123.24,247.76,80.71,49.08
1959,412.21,1035.17,174.75,315.05,46.27,111.59,122.25,252.32,81.45,47.1
1960,413.46,1028.38,174.78,318.7,46.53,111.15,121.87,257.64,81.92,45.8
1961,415.97,1033.83,173.17,319.93,46.18,111.36,123.74,254.93,84.14,44.94
1962,414.87,1048.88,170.74,322.42,46.0,112.24,124.17,261.71,83.26,44.29
1963,424.09,1084.59,174.64,337.7,47.01,119.55,130.79,255.71,83.82,45.85
1964,438.13,1104.23,170.38,342.3,46.77,123.91,135.0,251.81,85.66,46.19
1965,438.24,1125.72,171.49,338.08,47.87,122.9,132.68,257.63,87.08,45.28
1966,450.7,1107.78,170.72,342.92,50.86,126.08,135.19,250.38,87.68,46.8
1967,462.07,1115.77,168.31,350.32,50.31,127.72,137.81,253.64,88.74,45.13
1968,463.3,1108.06,170.96,346.15,50.36,125.61,138.01,244.96,88.46,45.19
1969,470.36,1105.09,173.02,347.25,51.73,125.82,140.24,239.49,87.82,45.79
